logg_cms2 Teff Z_sun xi aLSM bLSM aPCM bPCM chi2 Mod 
3 -0.2       A  
3.5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
3 -0.2       A  
3.5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
3 -0.2       A  
3.5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
3.5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
3.5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
3.5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
3.5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
3.5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
5 -0.2       A  
5 -0.2       A  
5 -0.2       A  
5 -0.2         
0 3500 -0.1 2 0.7013 0.0569 0.7267 0.0252 0.134 A 
0.5 3500 -0.1 2 0.6949 0.0516 0.7216 0.0181 0.1381 A 
1 3500 -0.1 2 0.6849 0.0496 0.7129 0.0145 0.14 A 
1.5 3500 -0.1 2 0.6734 0.0496 0.7022 0.0133 0.1401 A 
2 3500 -0.1 2 0.661 0.0518 0.6902 0.0148 0.1382 A 
2.5 3500 -0.1 2 0.647 0.0575 0.6762 0.0206 0.1345 A 
3 3500 -0.1 2 0.6035 0.0933 0.6311 0.0583 0.1274 A 
3.5 3500 -0.1 2 0.4798 0.204 0.505 0.1722 0.1175 A 
4 3500 -0.1 2 0.3578 0.3071 0.3869 0.2701 0.1237 A 
4.5 3500 -0.1 2 0.2823 0.3665 0.3167 0.3225 0.1363 A 
5 3500 -0.1 2 0.2402 0.3981 0.2785 0.3488 0.147 A 
0 3750 -0.1 2 0.6214 0.1252 0.6436 0.0976 0.1205 A 
0.5 3750 -0.1 2 0.6279 0.1132 0.6491 0.0869 0.1179 A 
1 3750 -0.1 2 0.6348 0.0994 0.6549 0.0746 0.1142 A 
1.5 3750 -0.1 2 0.6419 0.0844 0.6609 0.061 0.1106 A 
2 3750 -0.1 2 0.648 0.07 0.6661 0.0477 0.1074 A 
2.5 3750 -0.1 2 0.6518 0.0578 0.6694 0.0362 0.1045 A 
3 3750 -0.1 2 0.6489 0.0527 0.6662 0.0313 0.1019 A 
3.5 3750 -0.1 2 0.5858 0.104 0.6052 0.0799 0.1016 A 
4 3750 -0.1 2 0.4191 0.2482 0.445 0.2154 0.1121 A 
4.5 3750 -0.1 2 0.2773 0.3611 0.3126 0.3158 0.139 A 
5 3750 -0.1 2 0.2013 0.4148 0.2438 0.3601 0.1628 A 
0 4000 -0.1 2 0.5624 0.1592 0.5847 0.1316 0.1206 A 
0.5 4000 -0.1 2 0.5657 0.1532 0.5875 0.1262 0.121 A 
1 4000 -0.1 2 0.5686 0.147 0.5896 0.121 0.1186 A 
1.5 4000 -0.1 2 0.5732 0.1389 0.5935 0.1139 0.1143 A 
2 4000 -0.1 2 0.5786 0.1299 0.5977 0.1063 0.1081 A 
2.5 4000 -0.1 2 0.5849 0.1197 0.6027 0.0978 0.1009 A 
3 4000 -0.1 2 0.5914 0.1088 0.6077 0.0888 0.0938 A 
3.5 4000 -0.1 2 0.5934 0.1017 0.6083 0.0834 0.0873 A 
4 4000 -0.1 2 0.5298 0.1517 0.5489 0.1277 0.0935 A 
4.5 4000 -0.1 2 0.3692 0.2816 0.3999 0.2424 0.1249 A 
5 4000 -0.1 2 0.232 0.3828 0.2734 0.3295 0.1633 A 
0 4250 -0.1 2 0.5154 0.1809 0.5364 0.1547 0.1096 A 
0.5 4250 -0.1 2 0.52 0.175 0.5403 0.1496 0.1104 A 
1 4250 -0.1 2 0.523 0.1694 0.5426 0.1451 0.1088 A 
1.5 4250 -0.1 2 0.5281 0.1613 0.5467 0.1383 0.1064 A 
2 4250 -0.1 2 0.5328 0.1537 0.5507 0.1315 0.1035 A 
2.5 4250 -0.1 2 0.5364 0.1476 0.5538 0.1262 0.1001 A 
3 4250 -0.1 2 0.5396 0.1423 0.5565 0.1215 0.0963 A 
3.5 4250 -0.1 2 0.5427 0.1374 0.5587 0.1176 0.0916 A 
4 4250 -0.1 2 0.5428 0.1352 0.558 0.1165 0.0861 A 
4.5 4250 -0.1 2 0.4915 0.1759 0.5109 0.1515 0.0931 A 
5 4250 -0.1 2 0.3562 0.2811 0.3878 0.2406 0.1289 A 
0 4500 -0.1 2 0.4671 0.2046 0.4876 0.1787 0.0989 A 
0.5 4500 -0.1 2 0.4722 0.1996 0.492 0.1748 0.1009 A 
1 4500 -0.1 2 0.4752 0.1956 0.4944 0.1717 0.1003 A 
1.5 4500 -0.1 2 0.4812 0.1879 0.4994 0.1654 0.0979 A 
2 4500 -0.1 2 0.4874 0.1798 0.5044 0.1588 0.0943 A 
2.5 4500 -0.1 2 0.4945 0.1704 0.5108 0.1503 0.091 A 
3 4500 -0.1 2 0.4999 0.1631 0.5155 0.1438 0.0878 A 
3.5 4500 -0.1 2 0.5036 0.1576 0.5187 0.139 0.0849 A 
4 4500 -0.1 2 0.5056 0.1543 0.5201 0.1365 0.0818 A 
4.5 4500 -0.1 2 0.5052 0.154 0.5189 0.137 0.0784 A 
5 4500 -0.1 2 0.4685 0.1847 0.4863 0.1624 0.0845 A 
0 4750 -0.1 2 0.4145 0.2338 0.4371 0.2052 0.0972 A 
0.5 4750 -0.1 2 0.4206 0.229 0.4419 0.2021 0.0971 A 
1 4750 -0.1 2 0.4249 0.2244 0.4453 0.1987 0.0971 A 
1.5 4750 -0.1 2 0.4313 0.2176 0.4504 0.1937 0.0952 A 
2 4750 -0.1 2 0.4384 0.2098 0.4565 0.1872 0.0926 A 
2.5 4750 -0.1 2 0.4467 0.2007 0.4636 0.1797 0.0893 A 
3 4750 -0.1 2 0.4539 0.1927 0.4698 0.1729 0.0856 A 
3.5 4750 -0.1 2 0.4603 0.1854 0.4754 0.1666 0.0822 A 
4 4750 -0.1 2 0.4647 0.18 0.4792 0.162 0.079 A 
4.5 4750 -0.1 2 0.4677 0.1764 0.4816 0.1592 0.076 A 
5 4750 -0.1 2 0.4669 0.1771 0.4803 0.1605 0.0732 A 
0 5000 -0.1 2 0.3603 0.2617 0.387 0.2276 0.1066 A 
0.5 5000 -0.1 2 0.3658 0.2589 0.391 0.2267 0.104 A 
1 5000 -0.1 2 0.376 0.2505 0.3991 0.2213 0.0997 A 
1.5 5000 -0.1 2 0.3823 0.2452 0.4038 0.218 0.0959 A 
2 5000 -0.1 2 0.3862 0.2413 0.4064 0.2158 0.0929 A 
2.5 5000 -0.1 2 0.3965 0.2314 0.415 0.2083 0.0894 A 
3 5000 -0.1 2 0.4053 0.2231 0.4227 0.2014 0.0864 A 
3.5 5000 -0.1 2 0.4133 0.2154 0.4297 0.1949 0.0837 A 
4 5000 -0.1 2 0.4198 0.2092 0.4356 0.1896 0.0808 A 
4.5 5000 -0.1 2 0.4238 0.2058 0.4388 0.187 0.0776 A 
5 5000 -0.1 2 0.4261 0.2039 0.4406 0.1858 0.0746 A 
0 5250 -0.1 2 0.3137 0.2804 0.3441 0.2412 0.1186 A 
0.5 5250 -0.1 2 0.3204 0.2776 0.3496 0.2401 0.1151 A 
1 5250 -0.1 2 0.3254 0.2755 0.3533 0.2398 0.1103 A 
1.5 5250 -0.1 2 0.3348 0.2694 0.3602 0.2371 0.1023 A 
2 5250 -0.1 2 0.3384 0.2671 0.3623 0.2366 0.0978 A 
2.5 5250 -0.1 2 0.3483 0.2588 0.3698 0.2316 0.0919 A 
3 5250 -0.1 2 0.3572 0.2512 0.377 0.2263 0.088 A 
3.5 5250 -0.1 2 0.367 0.2426 0.3855 0.2194 0.0855 A 
4 5250 -0.1 2 0.3744 0.2367 0.3921 0.2145 0.0834 A 
4.5 5250 -0.1 2 0.3788 0.2338 0.3959 0.2123 0.0813 A 
5 5250 -0.1 2 0.3815 0.2327 0.3981 0.2118 0.0788 A 
0 5500 -0.1 2 0.3047 0.2659 0.3364 0.2252 0.1277 A 
0.5 5500 -0.1 2 0.2818 0.291 0.3145 0.2489 0.1267 A 
1 5500 -0.1 2 0.2872 0.2882 0.3188 0.2477 0.1224 A 
1.5 5500 -0.1 2 0.2918 0.2875 0.3219 0.2489 0.1153 A 
2 5500 -0.1 2 0.2954 0.2866 0.3237 0.2503 0.1083 A 
2.5 5500 -0.1 2 0.3023 0.2829 0.3282 0.2499 0.1001 A 
3 5500 -0.1 2 0.3121 0.2758 0.3354 0.2461 0.0933 A 
3.5 5500 -0.1 2 0.3233 0.2667 0.3445 0.2398 0.0889 A 
4 5500 -0.1 2 0.3316 0.2604 0.3517 0.2351 0.0865 A 
4.5 5500 -0.1 2 0.3369 0.257 0.3564 0.2323 0.0853 A 
5 5500 -0.1 2 0.3389 0.2571 0.358 0.233 0.084 A 
0 5750 -0.1 2 0.3505 0.2207 0.3753 0.1891 0.1077 A 
0.5 5750 -0.1 2 0.305 0.254 0.3359 0.2144 0.1271 A 
1 5750 -0.1 2 0.2514 0.3041 0.2863 0.2593 0.1323 A 
1.5 5750 -0.1 2 0.258 0.2995 0.2915 0.2564 0.1268 A 
2 5750 -0.1 2 0.261 0.2994 0.293 0.2583 0.1195 A 
2.5 5750 -0.1 2 0.2663 0.2979 0.2961 0.2597 0.1104 A 
3 5750 -0.1 2 0.2743 0.2931 0.3016 0.2582 0.1021 A 
3.5 5750 -0.1 2 0.2836 0.2869 0.3084 0.2553 0.0955 A 
4 5750 -0.1 2 0.2921 0.2808 0.3152 0.2513 0.0917 A 
4.5 5750 -0.1 2 0.2991 0.2757 0.3213 0.2476 0.09 A 
5 5750 -0.1 2 0.3005 0.2765 0.3223 0.249 0.089 A 
0 6000 -0.1 2 0.3503 0.2204 0.3716 0.1933 0.0933 A 
0.5 6000 -0.1 2 0.3335 0.2257 0.3583 0.1943 0.1095 A 
1 6000 -0.1 2 0.296 0.2466 0.3271 0.2068 0.1323 A 
1.5 6000 -0.1 2 0.2278 0.3146 0.2635 0.2686 0.133 A 
2 6000 -0.1 2 0.2325 0.3108 0.2672 0.2662 0.1282 A 
2.5 6000 -0.1 2 0.2387 0.3072 0.2713 0.2652 0.1195 A 
3 6000 -0.1 2 0.2443 0.3045 0.2748 0.2653 0.1112 A 
3.5 6000 -0.1 2 0.2503 0.301 0.2787 0.2646 0.1046 A 
4 6000 -0.1 2 0.2586 0.2952 0.2849 0.2616 0.099 A 
4.5 6000 -0.1 2 0.2653 0.2909 0.2903 0.259 0.0959 A 
5 6000 -0.1 2 0.2667 0.2916 0.2911 0.2603 0.0949 A 
0.5 6250 -0.1 2 0.3329 0.228 0.3542 0.2009 0.0939 A 
1 6250 -0.1 2 0.3131 0.2349 0.3384 0.2027 0.1107 A 
1.5 6250 -0.1 2 0.2703 0.2618 0.3029 0.2201 0.134 A 
2 6250 -0.1 2 0.207 0.3224 0.2436 0.2752 0.1347 A 
2.5 6250 -0.1 2 0.2133 0.3176 0.2483 0.2726 0.1276 A 
3 6250 -0.1 2 0.2192 0.3134 0.2523 0.2707 0.1199 A 
3.5 6250 -0.1 2 0.225 0.3097 0.256 0.2698 0.112 A 
4 6250 -0.1 2 0.2325 0.3043 0.2614 0.2673 0.1055 A 
4.5 6250 -0.1 2 0.2383 0.3004 0.2657 0.2654 0.1017 A 
5 6250 -0.1 2 0.2395 0.3006 0.2662 0.2664 0.1006 A 
0.5 6500 -0.1 2 0.3261 0.2307 0.3472 0.204 0.0914 A 
1 6500 -0.1 2 0.3142 0.2367 0.336 0.209 0.0949 A 
1.5 6500 -0.1 2 0.2909 0.2449 0.3175 0.2111 0.1146 A 
2 6500 -0.1 2 0.2395 0.2782 0.2743 0.2335 0.1402 A 
2.5 6500 -0.1 2 0.1902 0.3281 0.2269 0.2808 0.1336 A 
3 6500 -0.1 2 0.1971 0.3225 0.2321 0.2774 0.1264 A 
3.5 6500 -0.1 2 0.2046 0.3167 0.2373 0.2746 0.1178 A 
4 6500 -0.1 2 0.2124 0.3105 0.2428 0.2713 0.1102 A 
4.5 6500 -0.1 2 0.217 0.3068 0.2461 0.2694 0.1062 A 
5 6500 -0.1 2 0.2186 0.3057 0.247 0.2692 0.1047 A 
0.5 6750 -0.1 2 0.3087 0.2451 0.3312 0.2165 0.0933 A 
1 6750 -0.1 2 0.3068 0.2401 0.3285 0.2127 0.0929 A 
1.5 6750 -0.1 2 0.2937 0.2465 0.3164 0.2176 0.0966 A 
2 6750 -0.1 2 0.2672 0.2564 0.2951 0.2208 0.1177 A 
2.5 6750 -0.1 2 0.215 0.2887 0.251 0.2424 0.1439 A 
3 6750 -0.1 2 0.1788 0.3302 0.2148 0.2837 0.1304 A 
3.5 6750 -0.1 2 0.1866 0.3237 0.2207 0.2797 0.1225 A 
4 6750 -0.1 2 0.1944 0.3168 0.2266 0.2754 0.1154 A 
4.5 6750 -0.1 2 0.1992 0.3121 0.2299 0.2725 0.1108 A 
5 6750 -0.1 2 0.2023 0.309 0.2319 0.271 0.1078 A 
0.5 7000 -0.1 2 0.2928 0.2601 0.3172 0.2288 0.0965 A 
1 7000 -0.1 2 0.2877 0.2546 0.3113 0.2246 0.0972 A 
1.5 7000 -0.1 2 0.2877 0.2486 0.3101 0.2202 0.0946 A 
2 7000 -0.1 2 0.2728 0.2559 0.2965 0.2257 0.0989 A 
2.5 7000 -0.1 2 0.2413 0.2697 0.2709 0.2318 0.1212 A 
3 7000 -0.1 2 0.1809 0.3168 0.2181 0.2689 0.1381 A 
3.5 7000 -0.1 2 0.1711 0.3292 0.2062 0.2839 0.1266 A 
4 7000 -0.1 2 0.1776 0.3232 0.211 0.2801 0.12 A 
4.5 7000 -0.1 2 0.1827 0.3177 0.2147 0.2764 0.1152 A 
5 7000 -0.1 2 0.1882 0.3127 0.2187 0.2733 0.1104 A 
0.5 7250 -0.1 2 0.2789 0.2733 0.3055 0.2392 0.1014 A 
1 7250 -0.1 2 0.2671 0.2708 0.2932 0.2375 0.1035 A 
1.5 7250 -0.1 2 0.2668 0.2626 0.2916 0.231 0.1011 A 
2 7250 -0.1 2 0.2698 0.2547 0.2929 0.2254 0.0964 A 
2.5 7250 -0.1 2 0.2518 0.2646 0.2766 0.2329 0.1009 A 
3 7250 -0.1 2 0.214 0.2844 0.2455 0.2439 0.1245 A 
3.5 7250 -0.1 2 0.1583 0.3246 0.1967 0.2751 0.1437 A 
4 7250 -0.1 2 0.163 0.328 0.1975 0.2835 0.1241 A 
4.5 7250 -0.1 2 0.1671 0.3229 0.2006 0.2798 0.1202 A 
5 7250 -0.1 2 0.1737 0.317 0.2054 0.2762 0.1141 A 
0.5 7500 -0.1 2 0.2747 0.278 0.3028 0.2417 0.1051 A 
1 7500 -0.1 2 0.2491 0.2838 0.2776 0.2472 0.1113 A 
1.5 7500 -0.1 2 0.2435 0.2783 0.2709 0.2432 0.1094 A 
2 7500 -0.1 2 0.2453 0.2697 0.2712 0.2367 0.1046 A 
2.5 7500 -0.1 2 0.2488 0.2622 0.2729 0.2315 0.0988 A 
3 7500 -0.1 2 0.2289 0.2743 0.2551 0.2408 0.1035 A 
3.5 7500 -0.1 2 0.1834 0.3036 0.217 0.2605 0.1263 A 
4 7500 -0.1 2 0.1497 0.3311 0.1857 0.2846 0.1311 A 
4.5 7500 -0.1 2 0.1534 0.3275 0.1877 0.2832 0.1237 A 
5 7500 -0.1 2 0.159 0.322 0.1918 0.2796 0.1183 A 
1 7750 -0.1 2 0.2391 0.2894 0.2692 0.2508 0.1171 A 
1.5 7750 -0.1 2 0.2263 0.2869 0.256 0.2489 0.1179 A 
2 7750 -0.1 2 0.2239 0.2806 0.2521 0.2444 0.1135 A 
2.5 7750 -0.1 2 0.2268 0.2727 0.2534 0.2387 0.1074 A 
3 7750 -0.1 2 0.2304 0.2666 0.2552 0.2351 0.1004 A 
3.5 7750 -0.1 2 0.2061 0.2841 0.2336 0.2489 0.1059 A 
4 7750 -0.1 2 0.1582 0.3154 0.1929 0.2707 0.129 A 
4.5 7750 -0.1 2 0.1375 0.331 0.1736 0.2845 0.1318 A 
5 7750 -0.1 2 0.1475 0.3249 0.1808 0.282 0.1204 A 
1 8000 -0.1 2 0.2371 0.2894 0.2678 0.2499 0.1192 A 
1.5 8000 -0.1 2 0.2159 0.2897 0.247 0.2499 0.1236 A 
2 8000 -0.1 2 0.2094 0.2842 0.2395 0.2457 0.1208 A 
2.5 8000 -0.1 2 0.209 0.2781 0.2375 0.2415 0.1153 A 
3 8000 -0.1 2 0.212 0.2717 0.239 0.2371 0.1089 A 
3.5 8000 -0.1 2 0.2134 0.2694 0.2385 0.2374 0.1015 A 
4 8000 -0.1 2 0.1828 0.293 0.2119 0.2557 0.1102 A 
4.5 8000 -0.1 2 0.1399 0.3238 0.1746 0.279 0.1274 A 
5 8000 -0.1 2 0.1366 0.3264 0.1708 0.2824 0.1235 A 
1 8250 -0.1 2 0.2378 0.289 0.2683 0.2498 0.1186 A 
1.5 8250 -0.1 2 0.2103 0.2906 0.2417 0.2504 0.1258 A 
2 8250 -0.1 2 0.1993 0.2846 0.23 0.2454 0.1245 A 
2.5 8250 -0.1 2 0.196 0.2782 0.2255 0.2406 0.1201 A 
3 8250 -0.1 2 0.1969 0.2726 0.2253 0.2363 0.1151 A 
3.5 8250 -0.1 2 0.1997 0.2681 0.2268 0.2334 0.1094 A 
4 8250 -0.1 2 0.1972 0.2717 0.2227 0.2392 0.1024 A 
4.5 8250 -0.1 2 0.1601 0.3031 0.1905 0.2641 0.1125 A 
5 8250 -0.1 2 0.128 0.3245 0.1627 0.2798 0.1277 A 
1 8500 -0.1 2 0.2424 0.2872 0.272 0.2491 0.1158 A 
1.5 8500 -0.1 2 0.2068 0.2922 0.2385 0.2515 0.127 A 
2 8500 -0.1 2 0.1925 0.2849 0.2234 0.2454 0.1265 A 
2.5 8500 -0.1 2 0.1881 0.2761 0.2179 0.238 0.1223 A 
3 8500 -0.1 2 0.1864 0.2704 0.2151 0.2338 0.1175 A 
3.5 8500 -0.1 2 0.1871 0.2665 0.2148 0.2311 0.1128 A 
4 8500 -0.1 2 0.1891 0.2638 0.2158 0.2297 0.1082 A 
4.5 8500 -0.1 2 0.1804 0.275 0.2067 0.2414 0.1034 A 
5 8500 -0.1 2 0.1406 0.3098 0.172 0.2694 0.1155 A 
1.5 8750 -0.1 2 0.2038 0.295 0.2358 0.254 0.1277 A 
2 8750 -0.1 2 0.1883 0.2856 0.2197 0.2455 0.1282 A 
2.5 8750 -0.1 2 0.1816 0.2757 0.2117 0.2373 0.1238 A 
3 8750 -0.1 2 0.1788 0.2684 0.2077 0.2315 0.1186 A 
3.5 8750 -0.1 2 0.1782 0.2633 0.2062 0.2275 0.1143 A 
4 8750 -0.1 2 0.1787 0.2603 0.2059 0.2256 0.1105 A 
4.5 8750 -0.1 2 0.1794 0.2602 0.2055 0.2268 0.1063 A 
5 8750 -0.1 2 0.1613 0.282 0.1886 0.247 0.1052 A 
1.5 9000 -0.1 2 0.1997 0.2996 0.2319 0.2584 0.1284 A 
2 9000 -0.1 2 0.1828 0.2888 0.2144 0.2484 0.1296 A 
2.5 9000 -0.1 2 0.1757 0.2769 0.2059 0.2383 0.125 A 
3 9000 -0.1 2 0.1727 0.2676 0.2018 0.2304 0.1196 A 
3.5 9000 -0.1 2 0.1711 0.2615 0.199 0.2259 0.1148 A 
4 9000 -0.1 2 0.1706 0.2578 0.1979 0.223 0.1112 A 
4.5 9000 -0.1 2 0.1714 0.2552 0.1979 0.2214 0.1084 A 
5 9000 -0.1 2 0.1735 0.2532 0.1993 0.2202 0.1057 A 
2 9250 -0.1 2 0.1773 0.2925 0.2093 0.2515 0.1314 A 
2.5 9250 -0.1 2 0.1707 0.2782 0.2013 0.2392 0.1264 A 
3 9250 -0.1 2 0.1677 0.2674 0.1968 0.2301 0.1206 A 
3.5 9250 -0.1 2 0.1657 0.2605 0.1937 0.2246 0.1155 A 
4 9250 -0.1 2 0.1645 0.256 0.1918 0.2211 0.1118 A 
4.5 9250 -0.1 2 0.1638 0.2532 0.1902 0.2194 0.1087 A 
5 9250 -0.1 2 0.1646 0.2507 0.1907 0.2173 0.1068 A 
2 9500 -0.1 2 0.1713 0.2966 0.204 0.2548 0.1337 A 
2.5 9500 -0.1 2 0.165 0.2806 0.1959 0.2413 0.1278 A 
3 9500 -0.1 2 0.1631 0.2676 0.1924 0.2302 0.1213 A 
3.5 9500 -0.1 2 0.1615 0.2592 0.1898 0.2232 0.1164 A 
4 9500 -0.1 2 0.1602 0.254 0.1876 0.219 0.1125 A 
4.5 9500 -0.1 2 0.158 0.2514 0.1847 0.2174 0.1096 A 
5 9500 -0.1 2 0.1574 0.249 0.1835 0.2157 0.1074 A 
2 9750 -0.1 2 0.1646 0.3009 0.1979 0.2583 0.1364 A 
2.5 9750 -0.1 2 0.1594 0.2828 0.1907 0.2429 0.1297 A 
3 9750 -0.1 2 0.158 0.2684 0.1876 0.2307 0.1222 A 
3.5 9750 -0.1 2 0.157 0.2587 0.1853 0.2226 0.1168 A 
4 9750 -0.1 2 0.1559 0.2528 0.1834 0.2177 0.113 A 
4.5 9750 -0.1 2 0.1541 0.2494 0.1812 0.2147 0.1105 A 
5 9750 -0.1 2 0.1521 0.2474 0.1785 0.2138 0.1082 A 
2 -0.1       A  
2.5 -0.1       A  
3 -0.1       A  
3.5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
2 -0.1       A  
2.5 -0.1       A  
3 -0.1       A  
3.5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
2.5 -0.1       A  
3 -0.1       A  
3.5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
2.5 -0.1       A  
3 -0.1       A  
3.5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
2.5 -0.1       A  
3 -0.1       A  
3.5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
2.5 -0.1       A  
3 -0.1       A  
3.5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
2.5 -0.1       A  
3 -0.1       A  
3.5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
2 -0.1       A  
2.5 -0.1       A  
3 -0.1       A  
3.5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
2.5 -0.1       A  
3 -0.1       A  
3.5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
2.5 -0.1       A  
3 -0.1       A  
3.5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
2.5 -0.1       A  
3 -0.1       A  
3.5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
2.5 -0.1       A  
3 -0.1       A  
3.5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
2.5 -0.1       A  
3 -0.1       A  
3.5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
3 -0.1       A  
3.5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
3 -0.1       A  
3.5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
3 -0.1       A  
3.5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
3 -0.1       A  
3.5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
3 -0.1       A  
3.5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
3 -0.1       A  
3.5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
3 -0.1       A  
3.5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
3.5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
3.5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
3.5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
3.5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
3.5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
4 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
4.5 -0.1       A  
5 -0.1       A  
5 -0.1       A  
5 -0.1       A  
5 -0.1       A  
5 -0.1       A  
0 3500        0.1292 A
0.5 3500        0.1331 A
1 3500        0.1347 A
1.5 3500        0.1345 A
2 3500        0.1328 A
2.5 3500        0.1297 A
3 3500        0.1243 A
3.5 3500        0.1159 A
4 3500        0.1188 A
4.5 3500        0.1297 A
5 3500        0.1415 A
0 3750        0.1068 A
0.5 3750        0.1058 A
1 3750        0.1041 A
1.5 3750        0.1025 A
2 3750        0.101 A
2.5 3750        0.0996 A
3 3750        0.0981 A
3.5 3750        0.0961 A
4 3750        0.1021 A
4.5 3750        0.1257 A
5 3750        0.1507 A
0 4000        0.1061 A
0.5 4000        0.1064 A
1 4000        0.1045 A
1.5 4000        0.1009 A
2 4000        0.0958 A
2.5 4000        0.0903 A
3 4000        0.0852 A
3.5 4000        0.0803 A
4 4000        0.0822 A
4.5 4000        0.1084 A
5 4000        0.148 A
0 4250        0.0987 A
0.5 4250        0.0995 A
1 4250        0.0978 A
1.5 4250        0.0957 A
2 4250        0.0935 A
2.5 4250        0.0912 A
3 4250        0.0885 A
3.5 4250        0.085 A
4 4250        0.0799 A
4.5 4250        0.0838 A
5 4250        0.1169 A
0 4500        0.0918 A
0.5 4500        0.0937 A
1 4500        0.0926 A
1.5 4500        0.0903 A
2 4500        0.0871 A
2.5 4500        0.0848 A
3 4500        0.0826 A
3.5 4500        0.0809 A
4 4500        0.0786 A
4.5 4500        0.0761 A
5 4500        0.0802 A
0 4750        0.0876 A
0.5 4750        0.0884 A
1 4750        0.0896 A
1.5 4750        0.0884 A
2 4750        0.0862 A
2.5 4750        0.0836 A
3 4750        0.0808 A
3.5 4750        0.0784 A
4 4750        0.0759 A
4.5 4750        0.0737 A
5 4750        0.0718 A
0 5000        0.0912 A
0.5 5000        0.0903 A
1 5000        0.0896 A
1.5 5000        0.0879 A
2 5000        0.0854 A
2.5 5000        0.0833 A
3 5000        0.0812 A
3.5 5000        0.0793 A
4 5000        0.077 A
4.5 5000        0.0746 A
5 5000        0.0725 A
0 5250        0.1049 A
0.5 5250        0.1059 A
1 5250        0.1005 A
1.5 5250        0.0912 A
2 5250        0.0878 A
2.5 5250        0.0846 A
3 5250        0.0814 A
3.5 5250        0.0798 A
4 5250        0.0787 A
4.5 5250        0.0773 A
5 5250        0.0756 A
0 5500        0.118 A
0.5 5500        0.1163 A
1 5500        0.1154 A
1.5 5500        0.1022 A
2 5500        0.0995 A
2.5 5500        0.0901 A
3 5500        0.0852 A
3.5 5500        0.0815 A
4 5500        0.0804 A
4.5 5500        0.0801 A
5 5500        0.0796 A
0 5750        0.1029 A
0.5 5750        0.1276 A
1 5750        0.1254 A
1.5 5750        0.12 A
2 5750        0.1127 A
2.5 5750        0.1009 A
3 5750        0.0927 A
3.5 5750        0.0872 A
4 5750        0.0846 A
