logg_cms2 Teff Z_sun xi aLSM bLSM aPCM bPCM chi2 Mod 
5 9000 -0.3 2 0.1698 0.2507 0.1951 0.2183 0.1028 A 
2 9250 -0.3 2 0.1752 0.2926 0.2071 0.252 0.1309 A 
2.5 9250 -0.3 2 0.1697 0.2774 0.2 0.2388 0.1255 A 
3 9250 -0.3 2 0.1669 0.2667 0.1957 0.2299 0.1189 A 
3.5 9250 -0.3 2 0.1657 0.2591 0.1935 0.2236 0.1137 A 
4 9250 -0.3 2 0.1643 0.2543 0.1912 0.22 0.1094 A 
4.5 9250 -0.3 2 0.1629 0.2509 0.1889 0.2176 0.1064 A 
5 9250 -0.3 2 0.1614 0.2487 0.1871 0.2158 0.1045 A 
2 9500 -0.3 2 0.1694 0.2963 0.2017 0.255 0.1332 A 
2.5 9500 -0.3 2 0.1634 0.2801 0.1939 0.2413 0.1268 A 
3 9500 -0.3 2 0.1616 0.2671 0.1905 0.2303 0.1199 A 
3.5 9500 -0.3 2 0.1608 0.2583 0.1886 0.2228 0.1144 A 
4 9500 -0.3 2 0.1597 0.2527 0.1868 0.2181 0.1106 A 
4.5 9500 -0.3 2 0.1574 0.2495 0.1838 0.2157 0.1077 A 
5 9500 -0.3 2 0.1548 0.247 0.1807 0.2139 0.1058 A 
2 9750 -0.3 2 0.1636 0.2995 0.1967 0.2573 0.136 A 
2.5 9750 -0.3 2 0.1579 0.282 0.1889 0.2424 0.1288 A 
3 9750 -0.3 2 0.1566 0.2676 0.1857 0.2304 0.1208 A 
3.5 9750 -0.3 2 0.1555 0.2584 0.1834 0.2228 0.1149 A 
4 9750 -0.3 2 0.1545 0.2522 0.1816 0.2176 0.1112 A 
4.5 9750 -0.3 2 0.1526 0.2483 0.1791 0.2144 0.1087 A 
5 9750 -0.3 2 0.1494 0.246 0.1754 0.2128 0.1068 A 
2 -0.3       A  
2.5 -0.3       A  
3 -0.3       A  
3.5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
2 -0.3       A  
2.5 -0.3       A  
3 -0.3       A  
3.5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
2.5 -0.3       A  
3 -0.3       A  
3.5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
2.5 -0.3       A  
3 -0.3       A  
3.5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
2.5 -0.3       A  
3 -0.3       A  
3.5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
2.5 -0.3       A  
3 -0.3       A  
3.5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
2.5 -0.3       A  
3 -0.3       A  
3.5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
2 -0.3       A  
2.5 -0.3       A  
3 -0.3       A  
3.5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
2.5 -0.3       A  
3 -0.3       A  
3.5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
2.5 -0.3       A  
3 -0.3       A  
3.5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
2.5 -0.3       A  
3 -0.3       A  
3.5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
2.5 -0.3       A  
3 -0.3       A  
3.5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
2.5 -0.3       A  
3 -0.3       A  
3.5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
3 -0.3       A  
3.5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
3 -0.3       A  
3.5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
3 -0.3       A  
3.5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
3 -0.3       A  
3.5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
3 -0.3       A  
3.5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
3 -0.3       A  
3.5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
3 -0.3       A  
3.5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
3.5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
3.5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
3.5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
3.5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
3.5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
4 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
4.5 -0.3       A  
5 -0.3       A  
5 -0.3       A  
5 -0.3       A  
5 -0.3       A  
5 -0.3       A  
0 3500 -0.2 2 0.6939 0.0667 0.7197 0.0346 0.1398 A 
0.5 3500 -0.2 2 0.6882 0.0634 0.7156 0.0293 0.1472 A 
1 3500 -0.2 2 0.679 0.0626 0.708 0.0263 0.1526 A 
1.5 3500 -0.2 2 0.6679 0.0654 0.6986 0.0269 0.1582 A 
2 3500 -0.2 2 0.6578 0.0673 0.6892 0.0279 0.16 A 
2.5 3500 -0.2 2 0.6419 0.0755 0.6736 0.0357 0.1589 A 
3 3500 -0.2 2 0.5719 0.1313 0.6014 0.0943 0.1451 A 
3.5 3500 -0.2 2 0.4345 0.2492 0.4619 0.2148 0.1293 A 
4 3500 -0.2 2 0.3213 0.3401 0.3535 0.2992 0.136 A 
4.5 3500 -0.2 2 0.2545 0.3895 0.292 0.3414 0.1485 A 
5 3500 -0.2 2 0.2179 0.4141 0.259 0.3612 0.159 A 
0 3750 -0.2 2 0.6154 0.1285 0.638 0.1003 0.1233 A 
0.5 3750 -0.2 2 0.6199 0.1198 0.6417 0.0928 0.1215 A 
1 3750 -0.2 2 0.6265 0.1072 0.6472 0.0818 0.118 A 
1.5 3750 -0.2 2 0.6337 0.0931 0.6531 0.0692 0.1141 A 
2 3750 -0.2 2 0.6409 0.0789 0.6592 0.0564 0.1105 A 
2.5 3750 -0.2 2 0.6453 0.0666 0.663 0.045 0.1074 A 
3 3750 -0.2 2 0.6402 0.0633 0.6575 0.042 0.1043 A 
3.5 3750 -0.2 2 0.5455 0.1405 0.5671 0.1133 0.1089 A 
4 3750 -0.2 2 0.3689 0.2914 0.3987 0.2534 0.1243 A 
4.5 3750 -0.2 2 0.2424 0.3887 0.2817 0.3382 0.1533 A 
5 3750 -0.2 2 0.1778 0.4307 0.2233 0.372 0.1757 A 
0 4000 -0.2 2 0.5611 0.1561 0.5831 0.1289 0.12 A 
0.5 4000 -0.2 2 0.5639 0.1485 0.5849 0.1225 0.1161 A 
1 4000 -0.2 2 0.5654 0.1468 0.5863 0.121 0.119 A 
1.5 4000 -0.2 2 0.5689 0.1397 0.589 0.115 0.1142 A 
2 4000 -0.2 2 0.5735 0.1321 0.5925 0.1086 0.1085 A 
2.5 4000 -0.2 2 0.5787 0.1235 0.5965 0.1016 0.1017 A 
3 4000 -0.2 2 0.5846 0.1138 0.6009 0.0937 0.0945 A 
3.5 4000 -0.2 2 0.5835 0.1098 0.5986 0.0913 0.088 A 
4 4000 -0.2 2 0.4986 0.1752 0.5205 0.1475 0.1034 A 
4.5 4000 -0.2 2 0.3321 0.3086 0.3665 0.2646 0.1391 A 
5 4000 -0.2 2 0.2059 0.3986 0.2503 0.3415 0.1764 A 
0 4250 -0.2 2 0.5126 0.1795 0.5328 0.1542 0.1065 A 
0.5 4250 -0.2 2 0.5167 0.1737 0.5365 0.1491 0.108 A 
1 4250 -0.2 2 0.5232 0.1649 0.5422 0.1415 0.1064 A 
1.5 4250 -0.2 2 0.5257 0.1594 0.5439 0.1371 0.1038 A 
2 4250 -0.2 2 0.5295 0.1529 0.5469 0.1314 0.1009 A 
2.5 4250 -0.2 2 0.5332 0.1468 0.5501 0.126 0.0976 A 
3 4250 -0.2 2 0.5362 0.1419 0.5526 0.1217 0.0941 A 
3.5 4250 -0.2 2 0.5386 0.1378 0.5544 0.1184 0.0898 A 
4 4250 -0.2 2 0.5366 0.138 0.5514 0.1198 0.0848 A 
4.5 4250 -0.2 2 0.4736 0.1874 0.4946 0.1609 0.0977 A 
5 4250 -0.2 2 0.3327 0.2949 0.3663 0.2519 0.137 A 
0 4500 -0.2 2 0.4652 0.2026 0.4848 0.178 0.0947 A 
0.5 4500 -0.2 2 0.4678 0.1993 0.4874 0.1748 0.0976 A 
1 4500 -0.2 2 0.4729 0.1939 0.4911 0.1712 0.0963 A 
1.5 4500 -0.2 2 0.4793 0.1855 0.4968 0.1638 0.0949 A 
2 4500 -0.2 2 0.4856 0.1773 0.5022 0.1568 0.0918 A 
2.5 4500 -0.2 2 0.4912 0.1697 0.5069 0.1503 0.0881 A 
3 4500 -0.2 2 0.4962 0.1628 0.5113 0.1442 0.0851 A 
3.5 4500 -0.2 2 0.4998 0.1577 0.5144 0.1396 0.0823 A 
4 4500 -0.2 2 0.5016 0.1549 0.5154 0.1379 0.079 A 
4.5 4500 -0.2 2 0.5002 0.1556 0.5137 0.139 0.0762 A 
5 4500 -0.2 2 0.4561 0.1917 0.4745 0.1685 0.0861 A 
0 4750 -0.2 2 0.4102 0.2342 0.4325 0.2059 0.0945 A 
0.5 4750 -0.2 2 0.4154 0.2299 0.4367 0.2029 0.0953 A 
1 4750 -0.2 2 0.4203 0.2252 0.4403 0.2001 0.0933 A 
1.5 4750 -0.2 2 0.431 0.2139 0.4495 0.1909 0.0919 A 
2 4750 -0.2 2 0.436 0.2082 0.4533 0.1866 0.0894 A 
2.5 4750 -0.2 2 0.4437 0.1996 0.4599 0.1795 0.0865 A 
3 4750 -0.2 2 0.4508 0.1918 0.4662 0.1727 0.0832 A 
3.5 4750 -0.2 2 0.4561 0.1857 0.4708 0.1674 0.08 A 
4 4750 -0.2 2 0.4607 0.1803 0.4747 0.163 0.0769 A 
4.5 4750 -0.2 2 0.4626 0.178 0.4761 0.1614 0.0739 A 
5 4750 -0.2 2 0.4607 0.1801 0.4736 0.164 0.0713 A 
0 5000 -0.2 2 0.3587 0.2594 0.3851 0.2256 0.1042 A 
0.5 5000 -0.2 2 0.3634 0.2571 0.3887 0.2249 0.1021 A 
1 5000 -0.2 2 0.3765 0.2474 0.3986 0.2194 0.0946 A 
1.5 5000 -0.2 2 0.3809 0.2428 0.4019 0.2163 0.0927 A 
2 5000 -0.2 2 0.386 0.2382 0.4054 0.2138 0.0888 A 
2.5 5000 -0.2 2 0.3941 0.23 0.4121 0.2074 0.0863 A 
3 5000 -0.2 2 0.4024 0.2222 0.4191 0.2014 0.0831 A 
3.5 5000 -0.2 2 0.4099 0.215 0.4257 0.1953 0.0808 A 
4 5000 -0.2 2 0.4154 0.2098 0.4306 0.1909 0.0783 A 
4.5 5000 -0.2 2 0.42 0.2058 0.4346 0.1876 0.0755 A 
5 5000 -0.2 2 0.4216 0.2048 0.4358 0.1872 0.0729 A 
0 5250 -0.2 2 0.3194 0.2738 0.3482 0.2367 0.1109 A 
0.5 5250 -0.2 2 0.3256 0.2707 0.3532 0.2354 0.1078 A 
1 5250 -0.2 2 0.3301 0.2691 0.3565 0.2354 0.1035 A 
1.5 5250 -0.2 2 0.3336 0.2668 0.3586 0.2349 0.0993 A 
2 5250 -0.2 2 0.3396 0.2631 0.3625 0.2339 0.093 A 
2.5 5250 -0.2 2 0.3449 0.2585 0.3662 0.2315 0.089 A 
3 5250 -0.2 2 0.3534 0.2517 0.3726 0.2274 0.0844 A 
3.5 5250 -0.2 2 0.3628 0.2433 0.3808 0.2207 0.0822 A 
4 5250 -0.2 2 0.3697 0.2376 0.3868 0.2161 0.0805 A 
4.5 5250 -0.2 2 0.375 0.2338 0.3916 0.213 0.0787 A 
5 5250 -0.2 2 0.3767 0.2337 0.3929 0.2134 0.0765 A 
0 5500 -0.2 2 0.3972 0.1941 0.4161 0.1702 0.0887 A 
0.5 5500 -0.2 2 0.2819 0.2875 0.3146 0.2455 0.1251 A 
1 5500 -0.2 2 0.2845 0.2862 0.3166 0.245 0.1227 A 
1.5 5500 -0.2 2 0.2887 0.2851 0.319 0.2462 0.1151 A 
2 5500 -0.2 2 0.2886 0.2889 0.3177 0.2516 0.1081 A 
2.5 5500 -0.2 2 0.2963 0.285 0.3226 0.2513 0.0987 A 
3 5500 -0.2 2 0.3085 0.2762 0.3317 0.2466 0.0903 A 
3.5 5500 -0.2 2 0.3183 0.2683 0.3394 0.2415 0.0861 A 
4 5500 -0.2 2 0.3267 0.2617 0.3465 0.2367 0.0836 A 
4.5 5500 -0.2 2 0.3325 0.2578 0.3515 0.2338 0.0824 A 
5 5500 -0.2 2 0.3326 0.2596 0.3514 0.2359 0.0813 A 
0 5750 -0.2 2 0.3818 0.1981 0.401 0.1739 0.0886 A 
0.5 5750 -0.2 2 0.3852 0.1934 0.4039 0.1699 0.0887 A 
1 5750 -0.2 2 0.2554 0.2997 0.2888 0.2567 0.1255 A 
1.5 5750 -0.2 2 0.2556 0.2981 0.2894 0.2546 0.1265 A 
2 5750 -0.2 2 0.2584 0.2986 0.2908 0.257 0.1188 A 
2.5 5750 -0.2 2 0.2652 0.2954 0.2949 0.2572 0.1087 A 
3 5750 -0.2 2 0.2715 0.2928 0.2987 0.2579 0.0997 A 
3.5 5750 -0.2 2 0.28 0.2872 0.3046 0.2557 0.0927 A 
4 5750 -0.2 2 0.2891 0.2807 0.3118 0.2518 0.0884 A 
4.5 5750 -0.2 2 0.2943 0.2772 0.3161 0.2494 0.0871 A 
5 5750 -0.2 2 0.2963 0.2772 0.3177 0.25 0.0863 A 
0 6000 -0.2 2 0.3636 0.208 0.3829 0.1836 0.088 A 
0.5 6000 -0.2 2 0.3671 0.2025 0.3856 0.1791 0.0877 A 
1 6000 -0.2 2 0.3701 0.1975 0.3881 0.1748 0.087 A 
1.5 6000 -0.2 2 0.2295 0.3115 0.2648 0.266 0.1299 A 
2 6000 -0.2 2 0.2354 0.3072 0.2692 0.2636 0.1235 A 
2.5 6000 -0.2 2 0.2369 0.3066 0.2696 0.2644 0.1179 A 
3 6000 -0.2 2 0.2429 0.3033 0.2732 0.2645 0.1082 A 
3.5 6000 -0.2 2 0.2491 0.3 0.2771 0.264 0.1006 A 
4 6000 -0.2 2 0.257 0.2942 0.2829 0.2611 0.0954 A 
4.5 6000 -0.2 2 0.2607 0.2919 0.2856 0.26 0.0936 A 
5 6000 -0.2 2 0.2621 0.2923 0.2865 0.261 0.0928 A 
0.5 6250 -0.2 2 0.3483 0.2139 0.3674 0.1897 0.0878 A 
1 6250 -0.2 2 0.3518 0.2083 0.3698 0.1856 0.0861 A 
1.5 6250 -0.2 2 0.354 0.2033 0.3715 0.1814 0.085 A 
2 6250 -0.2 2 0.2094 0.321 0.2451 0.2751 0.1286 A 
2.5 6250 -0.2 2 0.2146 0.3159 0.2491 0.2715 0.1233 A 
3 6250 -0.2 2 0.2197 0.312 0.2522 0.2701 0.1156 A 
3.5 6250 -0.2 2 0.226 0.3075 0.2562 0.2687 0.1071 A 
4 6250 -0.2 2 0.2327 0.3023 0.2609 0.2661 0.1011 A 
4.5 6250 -0.2 2 0.2355 0.3002 0.2628 0.2653 0.0989 A 
5 6250 -0.2 2 0.2368 0.3 0.2635 0.2658 0.0981 A 
0.5 6500 -0.2 2 0.3291 0.2271 0.3496 0.2011 0.0894 A 
1 6500 -0.2 2 0.3314 0.2214 0.3505 0.1974 0.0872 A 
1.5 6500 -0.2 2 0.3351 0.2154 0.3529 0.193 0.0847 A 
2 6500 -0.2 2 0.338 0.2096 0.3551 0.1882 0.0828 A 
2.5 6500 -0.2 2 0.1932 0.3269 0.2287 0.281 0.1266 A 
3 6500 -0.2 2 0.199 0.3209 0.2331 0.2769 0.1208 A 
3.5 6500 -0.2 2 0.2064 0.3144 0.2384 0.2731 0.1132 A 
4 6500 -0.2 2 0.2126 0.3087 0.2427 0.2699 0.1067 A 
4.5 6500 -0.2 2 0.215 0.3063 0.244 0.2689 0.1036 A 
5 6500 -0.2 2 0.217 0.3047 0.2452 0.2685 0.1019 A 
0.5 6750 -0.2 2 0.3111 0.2426 0.3333 0.2143 0.0917 A 
1 6750 -0.2 2 0.3101 0.2363 0.3311 0.2097 0.0906 A 
1.5 6750 -0.2 2 0.3135 0.2297 0.3329 0.2053 0.0871 A 
2 6750 -0.2 2 0.3171 0.223 0.335 0.2005 0.0838 A 
2.5 6750 -0.2 2 0.3199 0.2168 0.3369 0.1954 0.0815 A 
3 6750 -0.2 2 0.1827 0.3277 0.2175 0.2826 0.1236 A 
3.5 6750 -0.2 2 0.1872 0.3222 0.2208 0.2789 0.1188 A 
4 6750 -0.2 2 0.194 0.3159 0.2259 0.2748 0.1123 A 
4.5 6750 -0.2 2 0.1976 0.3116 0.2281 0.2723 0.108 A 
5 6750 -0.2 2 0.2017 0.3075 0.2311 0.2697 0.1047 A 
0.5 7000 -0.2 2 0.2941 0.2589 0.3182 0.228 0.0951 A 
1 7000 -0.2 2 0.29 0.2521 0.3131 0.2226 0.0953 A 
1.5 7000 -0.2 2 0.2917 0.2438 0.3135 0.2161 0.0924 A 
2 7000 -0.2 2 0.2958 0.2364 0.3156 0.2114 0.0875 A 
2.5 7000 -0.2 2 0.2994 0.2299 0.3176 0.207 0.0833 A 
3 7000 -0.2 2 0.3022 0.2239 0.3191 0.2026 0.0801 A 
3.5 7000 -0.2 2 0.1729 0.3277 0.2072 0.2834 0.1218 A 
4 7000 -0.2 2 0.178 0.322 0.2111 0.2793 0.1168 A 
4.5 7000 -0.2 2 0.1824 0.3169 0.2142 0.2758 0.1122 A 
5 7000 -0.2 2 0.188 0.3114 0.2183 0.2724 0.1074 A 
0.5 7250 -0.2 2 0.2792 0.273 0.3058 0.2389 0.1007 A 
1 7250 -0.2 2 0.2683 0.2695 0.294 0.2367 0.102 A 
1.5 7250 -0.2 2 0.268 0.2608 0.2923 0.2298 0.0991 A 
2 7250 -0.2 2 0.2723 0.2511 0.2948 0.2224 0.0942 A 
2.5 7250 -0.2 2 0.2779 0.243 0.2981 0.2174 0.0878 A 
3 7250 -0.2 2 0.2815 0.2366 0.3 0.2132 0.0829 A 
3.5 7250 -0.2 2 0.285 0.2301 0.3022 0.2085 0.0795 A 
4 7250 -0.2 2 0.1637 0.3268 0.1978 0.2829 0.1207 A 
4.5 7250 -0.2 2 0.1673 0.3221 0.2003 0.2796 0.1168 A 
5 7250 -0.2 2 0.1742 0.3159 0.2055 0.2755 0.1109 A 
0.5 7500 -0.2 2 0.2739 0.2786 0.3019 0.2425 0.1046 A 
1 7500 -0.2 2 0.2501 0.2827 0.2786 0.2461 0.1104 A 
1.5 7500 -0.2 2 0.2452 0.2761 0.2724 0.2414 0.1079 A 
2 7500 -0.2 2 0.2472 0.267 0.2727 0.2344 0.1027 A 
2.5 7500 -0.2 2 0.2519 0.258 0.2752 0.2283 0.0961 A 
3 7500 -0.2 2 0.2595 0.2491 0.2803 0.2227 0.0886 A 
3.5 7500 -0.2 2 0.2645 0.2423 0.2833 0.2185 0.0829 A 
4 7500 -0.2 2 0.267 0.237 0.2846 0.2148 0.0793 A 
4.5 7500 -0.2 2 0.1546 0.3263 0.1884 0.2827 0.12 A 
5 7500 -0.2 2 0.1599 0.3207 0.1924 0.2788 0.115 A 
1 7750 -0.2 2 0.2391 0.2892 0.2691 0.2506 0.1165 A 
1.5 7750 -0.2 2 0.227 0.2859 0.2564 0.2482 0.1165 A 
2 7750 -0.2 2 0.2257 0.2781 0.2538 0.2422 0.1119 A 
2.5 7750 -0.2 2 0.2288 0.2697 0.2549 0.2363 0.1052 A 
3 7750 -0.2 2 0.2348 0.2612 0.2588 0.2306 0.0978 A 
3.5 7750 -0.2 2 0.2435 0.2527 0.2646 0.226 0.0894 A 
4 7750 -0.2 2 0.2476 0.2473 0.2669 0.223 0.0835 A 
4.5 7750 -0.2 2 0.149 0.3256 0.1822 0.2827 0.1182 A 
5 7750 -0.2 2 0.149 0.3234 0.182 0.2808 0.117 A 
1 8000 -0.2 2 0.2363 0.29 0.2668 0.2507 0.1188 A 
1.5 8000 -0.2 2 0.216 0.2893 0.2468 0.2498 0.1225 A 
2 8000 -0.2 2 0.2099 0.283 0.2396 0.2451 0.1191 A 
2.5 8000 -0.2 2 0.2106 0.2756 0.2388 0.2395 0.1133 A 
3 8000 -0.2 2 0.2144 0.2681 0.241 0.2342 0.1068 A 
3.5 8000 -0.2 2 0.2208 0.2611 0.2452 0.2298 0.0991 A 
4 8000 -0.2 2 0.2284 0.2555 0.2499 0.228 0.0902 A 
4.5 8000 -0.2 2 0.2319 0.2519 0.2516 0.227 0.0838 A 
5 8000 -0.2 2 0.1407 0.324 0.1738 0.2813 0.1174 A 
1 8250 -0.2 2 0.2364 0.2899 0.2669 0.2507 0.1188 A 
1.5 8250 -0.2 2 0.21 0.2904 0.2414 0.2503 0.1254 A 
2 8250 -0.2 2 0.1998 0.2837 0.2301 0.245 0.1233 A 
2.5 8250 -0.2 2 0.1972 0.2764 0.2262 0.2393 0.1182 A 
3 8250 -0.2 2 0.1982 0.2704 0.2259 0.235 0.1126 A 
3.5 8250 -0.2 2 0.2017 0.265 0.2282 0.2311 0.1067 A 
4 8250 -0.2 2 0.2084 0.26 0.2327 0.2291 0.0989 A 
4.5 8250 -0.2 2 0.215 0.2574 0.2366 0.2299 0.09 A 
5 8250 -0.2 2 0.2164 0.2559 0.2366 0.2303 0.0844 A 
1 8500 -0.2 2 0.241 0.2881 0.2708 0.2498 0.1162 A 
1.5 8500 -0.2 2 0.2058 0.2927 0.2373 0.2522 0.1267 A 
2 8500 -0.2 2 0.1925 0.2845 0.2234 0.2451 0.1259 A 
2.5 8500 -0.2 2 0.1879 0.2757 0.2176 0.2378 0.121 A 
3 8500 -0.2 2 0.1881 0.2682 0.2164 0.232 0.1156 A 
3.5 8500 -0.2 2 0.1892 0.2636 0.2164 0.2289 0.1104 A 
4 8500 -0.2 2 0.1916 0.2604 0.2177 0.227 0.1053 A 
4.5 8500 -0.2 2 0.1981 0.2581 0.2221 0.2275 0.098 A 
5 8500 -0.2 2 0.2028 0.2581 0.2245 0.2305 0.0899 A 
1.5 8750 -0.2 2 0.2023 0.2958 0.234 0.2551 0.1276 A 
2 8750 -0.2 2 0.1872 0.2862 0.2184 0.2463 0.1277 A 
2.5 8750 -0.2 2 0.1814 0.2756 0.2113 0.2375 0.1228 A 
3 8750 -0.2 2 0.1794 0.2675 0.2081 0.2309 0.1171 A 
3.5 8750 -0.2 2 0.1791 0.2621 0.2066 0.227 0.1121 A 
4 8750 -0.2 2 0.1805 0.2582 0.2071 0.2241 0.108 A 
4.5 8750 -0.2 2 0.1823 0.2568 0.2077 0.2243 0.1035 A 
5 8750 -0.2 2 0.1881 0.2581 0.2114 0.2285 0.0958 A 
1.5 9000 -0.2 2 0.1987 0.2998 0.2309 0.2585 0.1286 A 
2 9000 -0.2 2 0.1824 0.2885 0.2141 0.248 0.1295 A 
2.5 9000 -0.2 2 0.1757 0.2764 0.2058 0.2379 0.1244 A 
3 9000 -0.2 2 0.1734 0.2667 0.2023 0.2297 0.1185 A 
3.5 9000 -0.2 2 0.1721 0.2605 0.1998 0.2251 0.1134 A 
4 9000 -0.2 2 0.1718 0.2565 0.1986 0.2223 0.1092 A 
4.5 9000 -0.2 2 0.1733 0.2531 0.1993 0.2198 0.106 A 
5 9000 -0.2 2 0.1761 0.2503 0.2015 0.2177 0.1032 A 
2 9250 -0.2 2 0.1765 0.2923 0.2086 0.2513 0.1313 A 
2.5 9250 -0.2 2 0.1703 0.2778 0.2007 0.2391 0.1259 A 
3 9250 -0.2 2 0.1681 0.2664 0.1975 0.229 0.1199 A 
3.5 9250 -0.2 2 0.1664 0.2595 0.1944 0.2238 0.1146 A 
4 9250 -0.2 2 0.1661 0.2544 0.1933 0.2196 0.1105 A 
4.5 9250 -0.2 2 0.166 0.2511 0.1924 0.2174 0.1072 A 
5 9250 -0.2 2 0.1665 0.2488 0.1921 0.2161 0.1047 A 
2 9500 -0.2 2 0.1704 0.2964 0.2031 0.2546 0.1336 A 
2.5 9500 -0.2 2 0.1654 0.2793 0.1964 0.2397 0.1277 A 
3 9500 -0.2 2 0.1632 0.2667 0.1925 0.2292 0.1208 A 
3.5 9500 -0.2 2 0.1618 0.2586 0.19 0.2226 0.1154 A 
4 9500 -0.2 2 0.1608 0.2533 0.1881 0.2184 0.1114 A 
4.5 9500 -0.2 2 0.1595 0.2502 0.186 0.2164 0.1082 A 
5 9500 -0.2 2 0.1591 0.2475 0.1851 0.2144 0.1058 A 
2 9750 -0.2 2 0.1648 0.2996 0.1982 0.2569 0.1364 A 
2.5 9750 -0.2 2 0.1595 0.2816 0.1909 0.2415 0.1295 A 
3 9750 -0.2 2 0.158 0.2675 0.1876 0.2298 0.1217 A 
3.5 9750 -0.2 2 0.157 0.2582 0.1853 0.2221 0.1159 A 
4 9750 -0.2 2 0.1563 0.2521 0.1835 0.2174 0.1119 A 
4.5 9750 -0.2 2 0.1547 0.2489 0.1815 0.2147 0.1092 A 
5 9750 -0.2 2 0.1534 0.2465 0.1796 0.213 0.107 A 
2 -0.2       A  
2.5 -0.2       A  
3 -0.2       A  
3.5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
2 -0.2       A  
2.5 -0.2       A  
3 -0.2       A  
3.5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
2.5 -0.2       A  
3 -0.2       A  
3.5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
2.5 -0.2       A  
3 -0.2       A  
3.5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
2.5 -0.2       A  
3 -0.2       A  
3.5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
2.5 -0.2       A  
3 -0.2       A  
3.5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
2.5 -0.2       A  
3 -0.2       A  
3.5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
2 -0.2       A  
2.5 -0.2       A  
3 -0.2       A  
3.5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
2.5 -0.2       A  
3 -0.2       A  
3.5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
2.5 -0.2       A  
3 -0.2       A  
3.5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
2.5 -0.2       A  
3 -0.2       A  
3.5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
2.5 -0.2       A  
3 -0.2       A  
3.5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
2.5 -0.2       A  
3 -0.2       A  
3.5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
3 -0.2       A  
3.5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
3 -0.2       A  
3.5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
3 -0.2       A  
3.5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
3 -0.2       A  
3.5 -0.2       A  
4 -0.2       A  
4.5 -0.2       A  
5 -0.2       A  
